stn;time;tre200dx;tre200dn;hto000d0;tre200d0;rre150d0;hns000d0
GRC;18730214;-;-;-;-8.7;0.0;-
GRC;18730215;-;-;-;-5.9;0.0;-
GRC;18730216;-;-;-;-5.1;0.0;-
GRC;18730217;-;-;-;-2.0;0.0;-
GRC;18730218;-;-;-;1.9;0.0;-
GRC;18730219;-;-;-;1.3;0.0;-
GRC;18730220;-;-;-;1.4;0.0;-
GRC;18730221;-;-;-;0.4;0.0;-
GRC;18730222;-;-;-;-2.7;0.0;-
GRC;18730223;-;-;-;-2.5;0.0;-
GRC;18730224;-;-;-;0.5;0.0;-
GRC;18730225;-;-;-;0.4;0.0;-
GRC;18730226;-;-;-;1.6;0.0;-
GRC;18730227;-;-;-;0.0;0.0;-
GRC;18730228;-;-;-;-4.3;0.0;-
GRC;18730301;-;-;-;-1.9;0.0;-
GRC;18730302;-;-;-;-0.9;0.0;-
GRC;18730303;-;-;-;-0.8;0.0;-
GRC;18730304;-;-;-;-0.1;0.0;-
GRC;18730305;-;-;-;3.4;0.0;-
GRC;18730306;-;-;-;-1.3;0.0;-
GRC;18730307;-;-;-;0.4;0.0;-
GRC;18730308;-;-;-;0.8;0.0;-
GRC;18730309;-;-;-;1.8;0.0;-
GRC;18730310;-;-;-;1.8;0.0;-
GRC;18730311;-;-;-;-1.8;0.0;-
GRC;18730312;-;-;-;-0.9;0.0;-
GRC;18730313;-;-;-;-0.1;0.0;-
GRC;18730314;-;-;-;-2.1;0.0;-
GRC;18730315;-;-;-;1.0;0.0;-
GRC;18730316;-;-;-;1.1;0.0;-
GRC;18730317;-;-;-;3.3;0.0;-
GRC;18730318;-;-;-;2.5;0.0;-
GRC;18730319;-;-;-;1.9;0.0;-
GRC;18730320;-;-;-;0.8;0.0;-
GRC;18730321;-;-;-;1.9;0.0;-
GRC;18730322;-;-;-;2.2;0.0;-
GRC;18730323;-;-;-;2.8;0.0;-
GRC;18730324;-;-;-;2.6;0.0;-
GRC;18730325;-;-;-;2.6;0.0;-
GRC;18730326;-;-;-;3.0;0.0;-
GRC;18730327;-;-;-;2.5;0.0;-
GRC;18730328;-;-;-;3.5;0.0;-
GRC;18730329;-;-;-;4.0;0.0;-
GRC;18730330;-;-;-;4.3;0.0;-
GRC;18730331;-;-;-;2.8;0.0;-
GRC;18730401;-;-;-;2.2;0.0;-
GRC;18730402;-;-;-;3.3;0.0;-
GRC;18730403;-;-;-;5.1;0.0;-
GRC;18730404;-;-;-;3.0;0.0;-
GRC;18730405;-;-;-;0.3;0.0;-
GRC;18730406;-;-;-;-0.3;0.0;-
GRC;18730407;-;-;-;-2.9;0.0;-
GRC;18730408;-;-;-;0.7;0.0;-
GRC;18730409;-;-;-;-1.0;0.0;-
GRC;18730410;-;-;-;-0.8;4.0;-
GRC;18730411;-;-;-;-1.5;0.0;-
GRC;18730412;-;-;-;-0.5;0.0;-
GRC;18730413;-;-;-;2.4;0.0;-
GRC;18730414;-;-;-;8.1;0.0;-
GRC;18730415;-;-;-;8.9;0.0;-
GRC;18730416;-;-;-;5.3;0.0;-
GRC;18730417;-;-;-;5.3;0.0;-
GRC;18730418;-;-;-;4.1;0.0;-
GRC;18730419;-;-;-;4.3;27.3;-
GRC;18730420;-;-;-;4.8;0.0;-
GRC;18730421;-;-;-;5.9;0.0;-
GRC;18730422;-;-;-;6.3;0.0;-
GRC;18730423;-;-;-;4.6;0.0;-
GRC;18730424;-;-;-;3.3;0.0;-
GRC;18730425;-;-;-;-4.2;0.0;-
GRC;18730426;-;-;-;-6.8;0.0;-
GRC;18730427;-;-;-;-4.8;0.0;-
GRC;18730428;-;-;-;-2.5;0.0;-
GRC;18730429;-;-;-;-2.2;0.0;-
GRC;18730430;-;-;-;1.5;0.0;-
GRC;18730501;-;-;-;4.6;0.0;-
GRC;18730502;-;-;-;6.4;0.0;-
GRC;18730503;-;-;-;5.6;0.0;-
GRC;18730504;-;-;-;2.0;0.0;-
GRC;18730505;-;-;-;3.7;0.0;-
GRC;18730506;-;-;-;5.0;0.0;-
GRC;18730507;-;-;-;4.3;0.0;-
GRC;18730508;-;-;-;2.5;0.0;-
GRC;18730509;-;-;-;1.2;0.0;-
GRC;18730510;-;-;-;4.7;0.0;-
GRC;18730511;-;-;-;6.8;0.0;-
GRC;18730512;-;-;-;9.4;0.0;-
GRC;18730513;-;-;-;8.3;0.0;-
GRC;18730514;-;-;-;5.2;0.0;-
GRC;18730515;-;-;-;9.2;0.0;-
GRC;18730516;-;-;-;11.0;0.0;-
GRC;18730517;-;-;-;9.4;0.0;-
GRC;18730518;-;-;-;6.6;0.0;-
GRC;18730519;-;-;-;4.3;9.0;-
GRC;18730520;-;-;-;3.5;0.0;-
GRC;18730521;-;-;-;4.3;0.0;-
GRC;18730522;-;-;-;4.8;0.0;-
GRC;18730523;-;-;-;7.8;0.0;-
GRC;18730524;-;-;-;8.5;0.0;-
GRC;18730525;-;-;-;8.1;0.0;-
GRC;18730526;-;-;-;11.7;0.0;-
GRC;18730527;-;-;-;5.9;9.0;-
GRC;18730528;-;-;-;4.1;0.0;-
GRC;18730529;-;-;-;5.7;0.0;-
GRC;18730530;-;-;-;5.9;0.0;-
GRC;18730531;-;-;-;1.1;0.0;-
GRC;18730601;-;-;-;4.2;0.0;-
GRC;18730602;-;-;-;7.8;0.0;-
GRC;18730603;-;-;-;11.1;0.0;-
GRC;18730604;-;-;-;11.1;0.0;-
GRC;18730605;-;-;-;8.7;0.0;-
GRC;18730606;-;-;-;10.1;0.0;-
GRC;18730607;-;-;-;8.8;0.0;-
GRC;18730608;-;-;-;6.7;0.0;-
GRC;18730609;-;-;-;7.8;0.0;-
GRC;18730610;-;-;-;10.8;0.0;-
GRC;18730611;-;-;-;10.9;0.0;-
GRC;18730612;-;-;-;8.6;1.5;-
GRC;18730613;-;-;-;3.9;0.0;-
GRC;18730614;-;-;-;7.9;0.0;-
GRC;18730615;-;-;-;10.7;0.0;-
GRC;18730616;-;-;-;12.4;0.0;-
GRC;18730617;-;-;-;11.0;0.0;-
GRC;18730618;-;-;-;9.9;4.0;-
GRC;18730619;-;-;-;11.5;0.0;-
GRC;18730620;-;-;-;14.2;0.0;-
GRC;18730621;-;-;-;15.8;0.0;-
GRC;18730622;-;-;-;15.8;0.0;-
GRC;18730623;-;-;-;14.1;0.0;-
GRC;18730624;-;-;-;11.7;12.0;-
GRC;18730625;-;-;-;12.6;0.0;-
GRC;18730626;-;-;-;11.1;0.0;-
GRC;18730627;-;-;-;11.2;0.0;-
GRC;18730628;-;-;-;15.4;0.0;-
GRC;18730629;-;-;-;17.6;0.0;-
GRC;18730630;-;-;-;12.7;0.0;-
GRC;18730701;-;-;-;11.0;8.5;-
GRC;18730702;-;-;-;11.7;0.0;-
GRC;18730703;-;-;-;14.1;0.0;-
GRC;18730704;-;-;-;15.1;0.0;-
GRC;18730705;-;-;-;14.4;0.0;-
GRC;18730706;-;-;-;18.0;0.0;-
GRC;18730707;-;-;-;19.0;0.0;-
GRC;18730708;-;-;-;15.6;0.0;-
GRC;18730709;-;-;-;14.6;0.0;-
GRC;18730710;-;-;-;15.1;10.0;-
GRC;18730711;-;-;-;14.7;0.0;-
GRC;18730712;-;-;-;14.3;5.2;-
GRC;18730713;-;-;-;13.4;16.3;-
GRC;18730714;-;-;-;15.1;0.0;-
GRC;18730715;-;-;-;10.1;7.5;-
GRC;18730716;-;-;-;11.8;0.0;-
GRC;18730717;-;-;-;12.5;0.0;-
GRC;18730718;-;-;-;17.0;0.0;-
GRC;18730719;-;-;-;12.9;3.5;-
GRC;18730720;-;-;-;11.5;0.0;-
GRC;18730721;-;-;-;17.6;0.0;-
GRC;18730722;-;-;-;18.4;0.0;-
GRC;18730723;-;-;-;17.8;0.0;-
GRC;18730724;-;-;-;13.1;5.2;-
GRC;18730725;-;-;-;16.1;0.0;-
GRC;18730726;-;-;-;17.5;0.0;-
GRC;18730727;-;-;-;15.6;0.0;-
GRC;18730728;-;-;-;14.6;6.0;-
GRC;18730729;-;-;-;14.5;6.8;-
GRC;18730730;-;-;-;16.6;0.0;-
GRC;18730731;-;-;-;18.3;0.0;-
GRC;18730801;-;-;-;17.5;0.0;-
GRC;18730802;-;-;-;14.1;0.0;-
GRC;18730803;-;-;-;14.9;0.0;-
GRC;18730804;-;-;-;14.1;0.0;-
GRC;18730805;-;-;-;15.0;0.0;-
GRC;18730806;-;-;-;17.2;0.0;-
GRC;18730807;-;-;-;18.8;0.0;-
GRC;18730808;-;-;-;19.6;0.0;-
GRC;18730809;-;-;-;16.3;0.0;-
GRC;18730810;-;-;-;11.9;0.0;-
GRC;18730811;-;-;-;8.3;0.0;-
GRC;18730812;-;-;-;11.4;0.0;-
GRC;18730813;-;-;-;15.4;0.0;-
GRC;18730814;-;-;-;14.9;0.0;-
GRC;18730815;-;-;-;16.5;0.0;-
GRC;18730816;-;-;-;17.5;0.0;-
GRC;18730817;-;-;-;16.0;0.0;-
GRC;18730818;-;-;-;16.6;0.0;-
GRC;18730819;-;-;-;9.8;0.0;-
GRC;18730820;-;-;-;9.4;9.0;-
GRC;18730821;-;-;-;13.0;0.0;-
GRC;18730822;-;-;-;14.9;0.0;-
GRC;18730823;-;-;-;14.8;0.0;-
GRC;18730824;-;-;-;13.3;0.0;-
GRC;18730825;-;-;-;16.5;0.0;-
GRC;18730826;-;-;-;16.7;0.0;-
GRC;18730827;-;-;-;15.8;0.0;-
GRC;18730828;-;-;-;13.4;0.0;-
GRC;18730829;-;-;-;9.5;1.5;-
GRC;18730830;-;-;-;5.3;0.0;-
GRC;18730831;-;-;-;9.4;16.8;-
GRC;18730901;-;-;-;12.8;7.2;-
GRC;18730902;-;-;-;11.5;0.0;-
GRC;18730903;-;-;-;9.2;5.5;-
GRC;18730904;-;-;-;8.2;0.0;-
GRC;18730905;-;-;-;7.5;0.0;-
GRC;18730906;-;-;-;7.9;0.0;-
GRC;18730907;-;-;-;5.1;9.5;-
GRC;18730908;-;-;-;7.2;0.0;-
GRC;18730909;-;-;-;6.3;0.0;-
GRC;18730910;-;-;-;8.1;0.0;-
GRC;18730911;-;-;-;9.6;0.0;-
GRC;18730912;-;-;-;10.8;0.0;-
GRC;18730913;-;-;-;10.3;0.0;-
GRC;18730914;-;-;-;11.4;0.0;-
GRC;18730915;-;-;-;5.5;15.5;-
GRC;18730916;-;-;-;3.8;0.0;-
GRC;18730917;-;-;-;5.2;0.0;-
GRC;18730918;-;-;-;9.8;2.3;-
GRC;18730919;-;-;-;11.4;0.0;-
GRC;18730920;-;-;-;11.0;0.0;-
GRC;18730921;-;-;-;12.1;0.0;-
GRC;18730922;-;-;-;12.8;0.0;-
GRC;18730923;-;-;-;7.8;0.0;-
GRC;18730924;-;-;-;8.4;0.0;-
GRC;18730925;-;-;-;8.0;0.0;-
GRC;18730926;-;-;-;8.0;0.0;-
GRC;18730927;-;-;-;8.3;0.0;-
GRC;18730928;-;-;-;9.3;0.0;-
GRC;18730929;-;-;-;8.3;0.0;-
GRC;18730930;-;-;-;8.4;0.0;-
GRC;18731001;-;-;-;9.3;0.0;-
GRC;18731002;-;-;-;10.8;0.0;-
GRC;18731003;-;-;-;11.4;0.0;-
GRC;18731004;-;-;-;13.0;0.0;-
GRC;18731005;-;-;-;10.5;0.0;-
GRC;18731006;-;-;-;11.4;0.0;-
GRC;18731007;-;-;-;11.2;0.0;-
GRC;18731008;-;-;-;8.9;0.0;-
GRC;18731009;-;-;-;-1.1;32.2;-
GRC;18731010;-;-;-;0.3;0.0;-
GRC;18731011;-;-;-;9.1;0.0;-
GRC;18731012;-;-;-;8.9;0.0;-
GRC;18731013;-;-;-;9.3;0.0;-
GRC;18731014;-;-;-;8.1;0.0;-
GRC;18731015;-;-;-;5.9;21.0;-
GRC;18731016;-;-;-;7.0;0.0;-
GRC;18731017;-;-;-;7.9;0.0;-
GRC;18731018;-;-;-;8.4;0.0;-
GRC;18731019;-;-;-;5.8;0.0;-
GRC;18731020;-;-;-;3.9;0.0;-
GRC;18731021;-;-;-;1.0;0.0;-
GRC;18731022;-;-;-;3.2;0.0;-
GRC;18731023;-;-;-;4.6;0.0;-
GRC;18731024;-;-;-;7.9;0.0;-
GRC;18731025;-;-;-;-2.0;0.0;-
GRC;18731026;-;-;-;-2.8;27.5;-
GRC;18731027;-;-;-;-2.8;0.0;-
GRC;18731028;-;-;-;0.5;0.0;-
GRC;18731029;-;-;-;2.5;0.0;-
GRC;18731030;-;-;-;5.0;0.0;-
GRC;18731031;-;-;-;-1.5;5.5;-
GRC;18731101;-;-;-;2.1;0.0;-
GRC;18731102;-;-;-;2.4;0.0;-
GRC;18731103;-;-;-;1.7;0.0;-
GRC;18731104;-;-;-;0.5;0.0;-
GRC;18731105;-;-;-;0.6;23.3;-
GRC;18731106;-;-;-;0.3;0.0;-
GRC;18731107;-;-;-;0.2;0.0;-
GRC;18731108;-;-;-;1.4;0.0;-
GRC;18731109;-;-;-;2.8;0.0;-
GRC;18731110;-;-;-;-0.3;0.0;-
GRC;18731111;-;-;-;-0.5;0.0;-
GRC;18731112;-;-;-;-3.3;28.6;-
GRC;18731113;-;-;-;-1.5;0.0;-
GRC;18731114;-;-;-;2.3;0.0;-
GRC;18731115;-;-;-;-0.6;0.0;-
GRC;18731116;-;-;-;-3.8;0.0;-
GRC;18731117;-;-;-;-0.7;0.0;-
GRC;18731118;-;-;-;0.2;0.0;-
GRC;18731119;-;-;-;0.3;0.0;-
GRC;18731120;-;-;-;0.0;0.0;-
GRC;18731121;-;-;-;-1.9;0.0;-
GRC;18731122;-;-;-;-3.8;0.0;-
GRC;18731123;-;-;-;3.0;0.0;-
GRC;18731124;-;-;-;1.7;0.0;-
GRC;18731125;-;-;-;3.2;0.0;-
GRC;18731126;-;-;-;4.8;0.0;-
GRC;18731127;-;-;-;0.0;0.0;-
GRC;18731128;-;-;-;-0.9;10.0;-
GRC;18731129;-;-;-;0.7;0.0;-
GRC;18731130;-;-;-;-2.1;0.0;-
GRC;18731201;-;-;-;-5.4;0.0;-
GRC;18731202;-;-;-;-1.8;0.0;-
GRC;18731203;-;-;-;2.8;0.0;-
GRC;18731204;-;-;-;2.9;0.0;-
GRC;18731205;-;-;-;3.3;0.0;-
GRC;18731206;-;-;-;-1.4;0.0;-
GRC;18731207;-;-;-;-3.5;0.0;-
GRC;18731208;-;-;-;-4.5;0.0;-
GRC;18731209;-;-;-;0.9;0.0;-
GRC;18731210;-;-;-;1.6;0.0;-
GRC;18731211;-;-;-;1.0;0.0;-
GRC;18731212;-;-;-;2.2;0.0;-
GRC;18731213;-;-;-;1.2;0.0;-
GRC;18731214;-;-;-;0.3;0.0;-
GRC;18731215;-;-;-;-1.4;0.0;-
GRC;18731216;-;-;-;-1.3;0.0;-
GRC;18731217;-;-;-;1.5;0.0;-
GRC;18731218;-;-;-;0.5;0.0;-
GRC;18731219;-;-;-;4.7;0.0;-
GRC;18731220;-;-;-;-0.3;0.0;-
GRC;18731221;-;-;-;-2.0;0.0;-
GRC;18731222;-;-;-;-1.9;0.0;-
GRC;18731223;-;-;-;-4.2;0.0;-
GRC;18731224;-;-;-;-4.2;0.0;-
GRC;18731225;-;-;-;0.8;0.0;-
GRC;18731226;-;-;-;1.4;0.0;-
GRC;18731227;-;-;-;-3.3;0.0;-
GRC;18731228;-;-;-;-6.4;0.0;-
GRC;18731229;-;-;-;-8.9;0.0;-
GRC;18731230;-;-;-;0.8;0.0;-
GRC;18731231;-;-;-;-3.8;0.0;-
GRC;18740101;-;-;-;-2.5;0.0;-
GRC;18740102;-;-;-;-3.4;0.0;-
GRC;18740103;-;-;-;-2.0;0.0;-
GRC;18740104;-;-;-;-5.1;0.0;-
GRC;18740105;-;-;-;-6.1;0.0;-
GRC;18740106;-;-;-;-9.1;0.0;-
GRC;18740107;-;-;-;-7.6;0.0;-
GRC;18740108;-;-;-;-6.9;0.0;-
GRC;18740109;-;-;-;-1.6;0.0;-
GRC;18740110;-;-;-;2.3;0.0;-
GRC;18740111;-;-;-;-1.0;0.0;-
GRC;18740112;-;-;-;-3.6;0.0;-
GRC;18740113;-;-;-;-2.8;0.0;-
GRC;18740114;-;-;-;-0.3;0.0;-
GRC;18740115;-;-;-;1.6;0.0;-
GRC;18740116;-;-;-;-0.4;0.0;-
GRC;18740117;-;-;-;-3.0;0.0;-
GRC;18740118;-;-;-;-6.3;0.0;-
GRC;18740119;-;-;-;1.0;0.0;-
GRC;18740120;-;-;-;5.1;0.0;-
GRC;18740121;-;-;-;3.5;0.0;-
GRC;18740122;-;-;-;4.3;0.0;-
GRC;18740123;-;-;-;0.8;0.0;-
GRC;18740124;-;-;-;1.5;0.0;-
GRC;18740125;-;-;-;-2.5;0.0;-
GRC;18740126;-;-;-;-3.9;0.0;-
GRC;18740127;-;-;-;-1.8;0.0;-
GRC;18740128;-;-;-;-2.5;0.0;-
GRC;18740129;-;-;-;-5.2;0.0;-
GRC;18740130;-;-;-;-2.8;0.0;-
GRC;18740131;-;-;-;-5.6;0.0;-
GRC;18740201;-;-;-;-4.3;0.0;-
GRC;18740202;-;-;-;-4.9;0.0;-
GRC;18740203;-;-;-;-5.6;0.0;-
GRC;18740204;-;-;-;-3.3;0.0;-
GRC;18740205;-;-;-;-2.0;0.0;-
GRC;18740206;-;-;-;-0.4;0.0;-
GRC;18740207;-;-;-;-0.5;0.0;-
GRC;18740208;-;-;-;-4.8;0.0;-
GRC;18740209;-;-;-;-6.9;0.0;-
GRC;18740210;-;-;-;-13.9;0.0;-
GRC;18740211;-;-;-;-9.4;0.0;-
GRC;18740212;-;-;-;-3.0;0.0;-
GRC;18740213;-;-;-;-2.5;0.0;-
GRC;18740214;-;-;-;-3.1;0.0;-
GRC;18740215;-;-;-;-2.8;0.0;-
GRC;18740216;-;-;-;-1.4;0.0;-
GRC;18740217;-;-;-;0.5;0.0;-
GRC;18740218;-;-;-;-6.1;0.0;-
GRC;18740219;-;-;-;-6.8;0.0;-
GRC;18740220;-;-;-;-5.9;0.0;-
GRC;18740221;-;-;-;-4.8;0.0;-
GRC;18740222;-;-;-;-5.8;0.0;-
GRC;18740223;-;-;-;-5.0;0.0;-
GRC;18740224;-;-;-;-5.8;0.0;-
GRC;18740225;-;-;-;-5.3;0.0;-
GRC;18740226;-;-;-;-3.8;0.0;-
GRC;18740227;-;-;-;-0.1;0.0;-
GRC;18740228;-;-;-;2.3;0.0;-
GRC;18740301;-;-;-;1.1;0.0;-
GRC;18740302;-;-;-;0.1;0.0;-
GRC;18740303;-;-;-;-1.6;0.0;-
GRC;18740304;-;-;-;-3.1;0.0;-
GRC;18740305;-;-;-;-4.1;0.0;-
GRC;18740306;-;-;-;-5.1;0.0;-
GRC;18740307;-;-;-;-4.1;0.0;-
GRC;18740308;-;-;-;-3.2;0.0;-
GRC;18740309;-;-;-;-3.2;0.0;-
GRC;18740310;-;-;-;-6.3;0.0;-
GRC;18740311;-;-;-;-9.2;0.0;-
GRC;18740312;-;-;-;-10.5;0.0;-
GRC;18740313;-;-;-;-10.2;0.0;-
GRC;18740314;-;-;-;-9.1;0.0;-
GRC;18740315;-;-;-;-5.1;0.0;-
GRC;18740316;-;-;-;-1.1;0.0;-
GRC;18740317;-;-;-;0.2;0.0;-
GRC;18740318;-;-;-;4.3;0.0;-
GRC;18740319;-;-;-;1.8;0.0;-
GRC;18740320;-;-;-;1.5;0.0;-
GRC;18740321;-;-;-;-0.4;0.0;-
GRC;18740322;-;-;-;4.4;0.0;-
GRC;18740323;-;-;-;2.8;0.0;-
GRC;18740324;-;-;-;-0.1;0.0;-
GRC;18740325;-;-;-;1.5;0.0;-
GRC;18740326;-;-;-;1.6;0.0;-
GRC;18740327;-;-;-;4.3;0.0;-
GRC;18740328;-;-;-;4.6;0.0;-
GRC;18740329;-;-;-;3.7;0.0;-
GRC;18740330;-;-;-;5.2;0.0;-
GRC;18740331;-;-;-;5.4;0.0;-
GRC;18740401;-;-;-;3.3;0.0;-
GRC;18740402;-;-;-;5.5;0.0;-
GRC;18740403;-;-;-;6.4;0.0;-
GRC;18740404;-;-;-;0.1;0.0;-
GRC;18740405;-;-;-;-0.9;0.0;-
GRC;18740406;-;-;-;-0.3;0.0;-
GRC;18740407;-;-;-;1.4;27.3;-
GRC;18740408;-;-;-;0.4;0.0;-
GRC;18740409;-;-;-;-1.3;0.0;-
GRC;18740410;-;-;-;1.7;0.0;-
GRC;18740411;-;-;-;0.8;0.0;-
GRC;18740412;-;-;-;2.1;2.4;-
GRC;18740413;-;-;-;4.4;0.0;-
GRC;18740414;-;-;-;0.3;0.0;-
GRC;18740415;-;-;-;4.5;23.5;-
GRC;18740416;-;-;-;3.3;0.0;-
GRC;18740417;-;-;-;5.1;0.0;-
GRC;18740418;-;-;-;5.0;0.0;-
GRC;18740419;-;-;-;5.8;0.0;-
GRC;18740420;-;-;-;8.3;0.0;-
GRC;18740421;-;-;-;8.6;0.0;-
GRC;18740422;-;-;-;9.3;0.0;-
GRC;18740423;-;-;-;8.6;0.0;-
GRC;18740424;-;-;-;8.5;0.0;-
GRC;18740425;-;-;-;10.7;0.0;-
GRC;18740426;-;-;-;12.8;0.0;-
GRC;18740427;-;-;-;11.1;0.0;-
GRC;18740428;-;-;-;7.3;0.0;-
GRC;18740429;-;-;-;2.6;0.0;-
GRC;18740430;-;-;-;5.8;0.0;-
GRC;18740501;-;-;-;5.3;0.0;-
GRC;18740502;-;-;-;1.7;0.0;-
GRC;18740503;-;-;-;1.2;0.0;-
GRC;18740504;-;-;-;0.1;0.0;-
GRC;18740505;-;-;-;-0.3;0.0;-
GRC;18740506;-;-;-;1.5;0.0;-
GRC;18740507;-;-;-;1.5;0.0;-
GRC;18740508;-;-;-;0.0;0.0;-
GRC;18740509;-;-;-;-0.6;0.0;-
GRC;18740510;-;-;-;-0.3;0.0;-
GRC;18740511;-;-;-;1.3;0.0;-
GRC;18740512;-;-;-;1.5;0.0;-
GRC;18740513;-;-;-;-1.3;0.0;-
GRC;18740514;-;-;-;1.8;0.0;-
GRC;18740515;-;-;-;2.8;0.0;-
GRC;18740516;-;-;-;-0.1;0.0;-
GRC;18740517;-;-;-;1.5;0.0;-
GRC;18740518;-;-;-;1.1;0.0;-
GRC;18740519;-;-;-;1.8;0.0;-
GRC;18740520;-;-;-;5.6;0.0;-
GRC;18740521;-;-;-;8.5;0.0;-
GRC;18740522;-;-;-;7.9;0.0;-
GRC;18740523;-;-;-;8.9;0.0;-
GRC;18740524;-;-;-;7.7;0.0;-
GRC;18740525;-;-;-;8.2;0.0;-
GRC;18740526;-;-;-;7.1;0.0;-
GRC;18740527;-;-;-;9.3;0.0;-
GRC;18740528;-;-;-;9.9;0.0;-
GRC;18740529;-;-;-;12.6;0.0;-
GRC;18740530;-;-;-;15.3;0.0;-
GRC;18740531;-;-;-;15.9;0.0;-
GRC;18740601;-;-;-;15.1;0.0;-
GRC;18740602;-;-;-;13.8;0.0;-
GRC;18740603;-;-;-;15.2;0.0;-
GRC;18740604;-;-;-;16.4;0.0;-
GRC;18740605;-;-;-;16.3;0.0;-
GRC;18740606;-;-;-;18.7;0.0;-
GRC;18740607;-;-;-;14.5;0.0;-
GRC;18740608;-;-;-;15.0;0.0;-
GRC;18740609;-;-;-;14.3;1.0;-
GRC;18740610;-;-;-;18.4;0.0;-
GRC;18740611;-;-;-;17.1;5.5;-
GRC;18740612;-;-;-;16.8;0.0;-
GRC;18740613;-;-;-;9.8;0.0;-
GRC;18740614;-;-;-;4.0;0.0;-
GRC;18740615;-;-;-;0.3;0.0;-
GRC;18740616;-;-;-;4.4;28.0;-
GRC;18740617;-;-;-;6.8;0.0;-
GRC;18740618;-;-;-;12.5;0.0;-
GRC;18740619;-;-;-;13.8;0.0;-
GRC;18740620;-;-;-;13.6;3.0;-
GRC;18740621;-;-;-;15.3;0.0;-
GRC;18740622;-;-;-;10.9;15.8;-
GRC;18740623;-;-;-;11.6;0.0;-
GRC;18740624;-;-;-;9.9;0.0;-
GRC;18740625;-;-;-;7.8;10.0;-
GRC;18740626;-;-;-;8.6;0.0;-
GRC;18740627;-;-;-;9.8;0.0;-
GRC;18740628;-;-;-;7.2;9.0;-
GRC;18740629;-;-;-;8.4;9.5;-
GRC;18740630;-;-;-;11.8;0.0;-
GRC;18740701;-;-;-;15.9;0.0;-
GRC;18740702;-;-;-;18.3;0.0;-
GRC;18740703;-;-;-;20.1;0.0;-
GRC;18740704;-;-;-;20.5;0.0;-
GRC;18740705;-;-;-;18.5;0.0;-
GRC;18740706;-;-;-;17.6;0.0;-
GRC;18740707;-;-;-;19.0;0.0;-
GRC;18740708;-;-;-;17.0;0.0;-
GRC;18740709;-;-;-;18.2;0.0;-
GRC;18740710;-;-;-;18.0;2.5;-
GRC;18740711;-;-;-;16.1;0.0;-
GRC;18740712;-;-;-;15.9;0.0;-
GRC;18740713;-;-;-;16.9;0.0;-
GRC;18740714;-;-;-;19.4;0.0;-
GRC;18740715;-;-;-;18.3;0.0;-
GRC;18740716;-;-;-;15.9;0.0;-
GRC;18740717;-;-;-;14.7;0.0;-
GRC;18740718;-;-;-;15.3;0.0;-
GRC;18740719;-;-;-;19.6;0.0;-
GRC;18740720;-;-;-;14.4;0.0;-
GRC;18740721;-;-;-;13.1;0.0;-
GRC;18740722;-;-;-;14.9;0.0;-
GRC;18740723;-;-;-;14.7;0.0;-
GRC;18740724;-;-;-;9.1;0.0;-
GRC;18740725;-;-;-;7.6;0.0;-
GRC;18740726;-;-;-;11.0;0.0;-
GRC;18740727;-;-;-;12.8;0.0;-
GRC;18740728;-;-;-;13.4;0.0;-
GRC;18740729;-;-;-;12.3;0.0;-
GRC;18740730;-;-;-;6.8;38.8;-
GRC;18740731;-;-;-;10.3;0.0;-
GRC;18740801;-;-;-;12.9;0.0;-
GRC;18740802;-;-;-;14.6;0.0;-
GRC;18740803;-;-;-;13.9;0.0;-
GRC;18740804;-;-;-;14.8;10.2;-
GRC;18740805;-;-;-;13.9;0.0;-
GRC;18740806;-;-;-;13.6;0.0;-
GRC;18740807;-;-;-;14.6;0.0;-
GRC;18740808;-;-;-;11.4;0.0;-
GRC;18740809;-;-;-;8.8;0.0;-
GRC;18740810;-;-;-;8.9;0.0;-
GRC;18740811;-;-;-;10.1;10.0;-
GRC;18740812;-;-;-;10.4;0.0;-
GRC;18740813;-;-;-;11.8;0.0;-
GRC;18740814;-;-;-;10.5;3.9;-
GRC;18740815;-;-;-;7.0;10.6;-
GRC;18740816;-;-;-;9.0;0.0;-
GRC;18740817;-;-;-;12.3;0.0;-
GRC;18740818;-;-;-;12.1;0.0;-
GRC;18740819;-;-;-;11.5;0.0;-
GRC;18740820;-;-;-;10.4;0.0;-
GRC;18740821;-;-;-;11.9;0.0;-
GRC;18740822;-;-;-;12.1;0.0;-
GRC;18740823;-;-;-;11.9;0.0;-
GRC;18740824;-;-;-;11.3;0.0;-
GRC;18740825;-;-;-;10.2;0.0;-
GRC;18740826;-;-;-;9.6;0.0;-
GRC;18740827;-;-;-;10.9;0.0;-
GRC;18740828;-;-;-;10.4;0.0;-
GRC;18740829;-;-;-;8.3;0.0;-
GRC;18740830;-;-;-;9.4;0.0;-
GRC;18740831;-;-;-;11.4;0.0;-
GRC;18740901;-;-;-;15.0;0.0;-
GRC;18740902;-;-;-;17.8;0.0;-
GRC;18740903;-;-;-;17.2;0.0;-
GRC;18740904;-;-;-;10.5;0.0;-
GRC;18740905;-;-;-;7.3;0.0;-
GRC;18740906;-;-;-;9.8;0.0;-
GRC;18740907;-;-;-;10.2;0.0;-
GRC;18740908;-;-;-;12.6;0.0;-
GRC;18740909;-;-;-;12.1;0.0;-
GRC;18740910;-;-;-;8.1;0.0;-
GRC;18740911;-;-;-;6.4;4.3;-
GRC;18740912;-;-;-;12.0;0.0;-
