stn;time;ths200dx;ths200dn;ths200d0;rre150d0;hto000d0;hns000d0
SAM;19800101;-7.2;-22.2;-13.9;0.1;99;0
SAM;19800102;-9.9;-25.7;-13.9;2.4;99;8
SAM;19800103;-9.6;-11.0;-10.8;0.8;107;2
SAM;19800104;-6.0;-20.6;-13.3;6.4;109;17
SAM;19800105;-3.8;-12.1;-6.2;0.8;125;8
SAM;19800106;-3.4;-16.5;-10.2;0.6;130;3
SAM;19800107;-3.6;-18.1;-8.7;0.4;131;2
SAM;19800108;-10.2;-26.6;-19.2;0.0;129;0
SAM;19800109;-10.0;-27.6;-19.6;0.0;126;0
SAM;19800110;-9.0;-26.5;-15.9;0.0;125;0
SAM;19800111;-10.2;-23.0;-17.9;0.0;124;0
SAM;19800112;-12.9;-31.0;-21.9;0.0;120;0
SAM;19800113;-6.3;-19.9;-15.8;0.0;115;0
SAM;19800114;-4.6;-24.8;-16.2;0.0;109;0
SAM;19800115;-1.6;-17.9;-6.5;0.0;105;0
SAM;19800116;-1.4;-7.6;-3.6;0.0;101;0
SAM;19800117;-2.7;-14.1;-6.2;0.2;94;2
SAM;19800118;-4.0;-18.5;-12.7;0.0;92;0
SAM;19800119;-4.8;-23.2;-16.9;0.0;91;0
SAM;19800120;-4.4;-21.8;-11.2;0.0;90;0
SAM;19800121;-2.6;-20.9;-11.3;0.1;90;2
SAM;19800122;-2.1;-6.3;-3.4;2.9;90;25
SAM;19800123;-1.9;-9.3;-4.2;0.5;112;1
SAM;19800124;5.4;-6.6;-0.2;0.1;104;3
SAM;19800125;0.3;-5.4;-1.5;0.0;91;0
SAM;19800126;-2.7;-21.5;-11.5;0.1;86;1
SAM;19800127;-6.1;-17.7;-10.2;0.1;86;1
SAM;19800128;-2.6;-28.8;-15.4;0.0;85;0
SAM;19800129;0.9;-22.2;-11.6;0.0;81;0
SAM;19800130;0.0;-15.4;-6.7;0.0;80;0
SAM;19800131;0.8;-8.8;-2.0;10.7;80;25
SAM;19800201;-1.4;-13.6;-5.7;0.7;104;3
SAM;19800202;-1.8;-23.6;-10.2;0.1;104;1
SAM;19800203;-1.1;-12.1;-5.8;0.3;105;3
SAM;19800204;4.4;-3.8;-0.1;2.6;105;6
SAM;19800205;7.1;-0.6;3.1;0.2;101;1
SAM;19800206;1.5;-13.9;-6.8;0.0;93;0
SAM;19800207;1.2;-10.1;-4.7;0.0;91;0
SAM;19800208;3.3;-16.1;-8.2;0.0;90;0
SAM;19800209;5.2;-14.5;-5.1;0.0;90;0
SAM;19800210;4.4;-12.3;-4.8;0.2;89;1
SAM;19800211;0.9;-3.6;-2.4;0.0;88;0
SAM;19800212;-0.7;-9.6;-4.5;0.0;84;0
SAM;19800213;0.6;-20.6;-9.4;0.1;83;1
SAM;19800214;-0.2;-12.1;-6.9;0.0;81;0
SAM;19800215;1.5;-19.5;-9.0;0.0;80;0
SAM;19800216;2.9;-17.9;-7.7;0.1;80;1
SAM;19800217;1.1;-9.9;-3.3;0.2;80;2
SAM;19800218;-1.8;-18.7;-10.6;0.0;80;0
SAM;19800219;-2.7;-24.4;-13.5;0.0;78;0
SAM;19800220;-3.8;-23.0;-13.2;0.0;78;0
SAM;19800221;-2.7;-25.4;-15.6;0.0;78;0
SAM;19800222;-3.4;-23.6;-11.8;0.0;78;0
SAM;19800223;2.7;-15.3;-4.9;0.0;78;0
SAM;19800224;2.3;-17.9;-8.5;0.0;77;0
SAM;19800225;2.5;-21.2;-10.5;0.0;77;0
SAM;19800226;4.2;-22.1;-10.0;0.0;76;0
SAM;19800227;4.8;-20.9;-9.6;0.0;73;0
SAM;19800228;2.8;-23.2;-10.2;0.0;72;0
SAM;19800229;1.8;-18.7;-7.1;0.0;70;0
SAM;19800301;8.0;-19.3;-7.2;0.0;69;0
SAM;19800302;6.1;-19.1;-6.8;0.0;68;0
SAM;19800303;-0.2;-11.3;-5.4;0.0;65;0
SAM;19800304;1.4;-21.9;-10.3;0.0;64;0
SAM;19800305;-1.6;-19.0;-8.2;0.0;63;0
SAM;19800306;-1.0;-15.9;-7.3;0.0;62;0
SAM;19800307;0.2;-6.5;-3.6;0.4;61;1
SAM;19800308;0.2;-18.2;-8.2;0.7;60;4
SAM;19800309;-1.4;-6.1;-3.9;0.0;63;0
SAM;19800310;0.4;-6.4;-3.3;0.0;62;0
SAM;19800311;-0.4;-14.4;-6.1;0.2;60;1
SAM;19800312;2.0;-18.2;-9.2;0.1;60;1
SAM;19800313;0.2;-10.9;-4.3;1.7;60;4
SAM;19800314;0.2;-2.8;-1.6;1.4;62;3
SAM;19800315;1.0;-5.4;-3.2;0.0;61;0
SAM;19800316;2.5;-18.7;-5.9;0.0;60;0
SAM;19800317;2.7;-16.7;-6.0;0.0;59;0
SAM;19800318;3.3;-18.3;-6.7;0.0;57;0
SAM;19800319;1.8;-16.7;-6.6;0.0;57;0
SAM;19800320;0.3;-3.4;-2.2;0.9;56;2
SAM;19800321;2.6;-9.5;-3.3;0.0;58;0
SAM;19800322;2.3;-6.6;-1.8;0.0;55;0
SAM;19800323;2.2;-2.1;-1.0;2.2;55;3
SAM;19800324;2.6;-4.6;-1.4;0.0;58;0
SAM;19800325;2.1;-10.1;-4.3;1.0;55;2
SAM;19800326;3.1;-4.2;-0.8;0.1;57;1
SAM;19800327;3.8;-2.5;0.1;0.0;58;0
SAM;19800328;9.4;-3.4;2.2;0.0;55;0
SAM;19800329;5.0;-1.5;1.1;0.0;53;0
SAM;19800330;1.2;-2.2;-1.5;0.0;51;0
SAM;19800331;1.1;-8.5;-3.4;5.3;50;4
SAM;19800401;8.3;-0.6;3.9;0.2;51;0
SAM;19800402;5.4;-6.2;-1.2;0.0;45;0
SAM;19800403;-2.7;-5.2;-4.8;0.6;40;1
SAM;19800404;-1.8;-4.6;-4.7;0.0;40;0
SAM;19800405;-1.6;-16.9;-8.8;0.0;40;0
SAM;19800406;-0.7;-14.9;-7.8;0.0;39;0
SAM;19800407;3.3;-16.6;-6.0;0.0;38;0
SAM;19800408;1.0;-9.8;-4.5;0.2;33;1
SAM;19800409;-1.7;-12.1;-7.2;0.3;33;1
SAM;19800410;-0.7;-13.8;-6.6;0.0;33;0
SAM;19800411;3.7;-16.4;-5.7;0.0;33;0
SAM;19800412;4.6;-13.6;-3.9;0.0;30;0
SAM;19800413;3.8;-10.5;-3.5;0.0;27;0
SAM;19800414;5.5;-9.7;-2.1;0.0;25;0
SAM;19800415;4.2;-7.1;-1.3;0.0;24;0
SAM;19800416;6.0;0.6;2.3;0.9;23;0
SAM;19800417;5.4;1.2;2.4;3.8;20;0
SAM;19800418;7.2;1.4;2.7;0.0;20;0
SAM;19800419;6.0;1.2;3.2;0.0;18;0
SAM;19800420;-0.3;-3.8;-3.5;0.0;16;0
SAM;19800421;-2.2;-6.6;-4.6;0.1;15;1
SAM;19800422;-1.9;-5.9;-4.8;0.1;16;2
SAM;19800423;-2.0;-5.4;-4.5;0.0;16;0
SAM;19800424;1.9;-3.8;-1.9;0.0;15;0
SAM;19800425;2.4;-3.0;-1.0;0.0;13;0
SAM;19800426;4.1;-4.5;-1.3;0.1;12;0
SAM;19800427;4.6;-7.7;-2.1;0.0;12;0
SAM;19800428;3.1;-5.1;-1.2;0.0;10;0
SAM;19800429;5.9;-10.0;-1.6;0.0;8;0
SAM;19800430;8.2;-2.3;2.1;0.0;8;0
SAM;19800501;10.0;-4.0;2.9;0.0;7;0
SAM;19800502;9.0;-1.6;2.6;0.0;0;0
SAM;19800503;8.2;-0.5;2.9;0.7;0;0
SAM;19800504;4.4;2.9;2.6;7.3;0;1
SAM;19800505;6.0;0.9;2.9;3.1;1;0
SAM;19800506;9.6;1.8;4.4;2.0;0;0
SAM;19800507;10.4;2.2;4.9;0.6;0;0
SAM;19800508;8.8;0.2;3.1;10.4;0;2
SAM;19800509;8.8;-0.5;3.4;0.0;2;0
SAM;19800510;9.4;2.1;4.5;0.0;0;0
SAM;19800511;13.7;-1.9;5.7;0.0;0;0
SAM;19800512;14.6;0.0;7.0;0.0;0;0
SAM;19800513;13.3;-0.9;5.0;0.0;0;0
SAM;19800514;10.8;4.4;5.5;6.3;0;0
SAM;19800515;6.4;1.2;2.5;1.1;0;0
SAM;19800516;5.6;0.8;1.8;0.0;0;0
SAM;19800517;8.2;-0.9;2.3;0.0;0;0
SAM;19800518;7.3;0.3;3.1;0.0;0;0
SAM;19800519;9.2;-2.0;3.8;0.0;0;0
SAM;19800520;11.3;-4.7;3.2;0.0;0;0
SAM;19800521;12.8;-4.2;3.8;0.0;0;0
SAM;19800522;10.4;-3.8;3.8;0.3;0;0
SAM;19800523;11.6;1.4;5.7;0.0;0;0
SAM;19800524;8.3;-2.1;3.3;0.0;0;0
SAM;19800525;12.4;-4.5;3.9;0.0;0;0
SAM;19800526;10.9;-1.5;5.3;0.0;0;0
SAM;19800527;8.8;3.2;6.0;2.0;0;0
SAM;19800528;9.7;3.6;4.8;0.3;0;0
SAM;19800529;8.9;3.1;4.9;4.8;0;0
SAM;19800530;6.8;1.7;3.8;0.3;0;0
SAM;19800531;11.1;0.1;4.8;0.0;0;0
SAM;19800601;8.2;0.3;3.6;0.3;0;0
SAM;19800602;6.5;0.9;3.5;0.1;0;0
SAM;19800603;11.2;-1.2;5.3;4.1;0;0
SAM;19800604;12.5;4.4;8.0;3.7;0;0
SAM;19800605;17.9;-3.0;8.0;0.0;0;0
SAM;19800606;15.3;7.5;10.5;0.0;0;0
SAM;19800607;15.3;-1.4;7.9;2.6;0;0
SAM;19800608;9.9;7.7;8.7;2.8;0;0
SAM;19800609;12.9;6.6;8.6;5.8;0;0
SAM;19800610;12.8;8.0;8.5;0.6;0;0
SAM;19800611;15.4;4.3;9.3;0.0;0;0
SAM;19800612;17.0;-0.8;9.1;0.0;0;0
SAM;19800613;22.1;1.8;12.3;0.0;0;0
SAM;19800614;21.4;3.9;13.1;0.4;0;0
SAM;19800615;15.3;8.6;10.7;1.1;0;0
SAM;19800616;17.1;0.1;9.1;0.0;0;0
SAM;19800617;12.5;5.2;7.9;9.3;0;0
SAM;19800618;11.6;6.2;8.5;0.0;0;0
SAM;19800619;12.8;2.5;8.5;0.2;0;0
SAM;19800620;15.2;8.4;11.3;11.4;0;0
SAM;19800621;8.9;5.6;6.6;37.6;0;0
SAM;19800622;12.4;1.0;5.0;1.7;0;0
SAM;19800623;9.1;1.1;4.4;28.2;0;0
SAM;19800624;12.1;-0.3;5.0;0.0;0;0
SAM;19800625;9.6;-0.9;4.4;0.4;0;0
SAM;19800626;11.7;0.0;4.0;2.2;0;0
SAM;19800627;10.4;2.0;4.8;0.0;0;0
SAM;19800628;12.1;-0.7;6.2;0.0;0;0
SAM;19800629;14.2;4.6;7.5;2.8;0;0
SAM;19800630;13.9;1.4;6.7;0.0;0;0
SAM;19800701;9.0;1.4;5.5;3.5;0;0
SAM;19800702;9.1;2.4;6.1;0.0;0;0
SAM;19800703;9.5;3.1;5.7;0.5;0;0
SAM;19800704;14.1;1.4;8.0;0.0;0;0
SAM;19800705;15.5;-0.1;8.3;0.0;0;0
SAM;19800706;12.9;1.2;7.6;0.8;0;0
SAM;19800707;16.7;7.2;11.1;0.0;0;0
SAM;19800708;11.2;9.3;10.2;33.7;0;0
SAM;19800709;7.3;1.5;2.2;25.7;0;0
SAM;19800710;13.4;1.1;6.2;0.0;0;0
SAM;19800711;12.8;-1.2;6.3;0.0;0;0
SAM;19800712;13.5;0.3;7.7;0.0;0;0
SAM;19800713;13.7;1.1;7.8;0.0;0;0
SAM;19800714;16.4;1.7;9.0;0.1;0;0
SAM;19800715;10.5;9.2;10.0;2.7;0;0
SAM;19800716;11.1;7.1;8.8;3.8;0;0
SAM;19800717;16.4;3.3;8.6;0.0;0;0
SAM;19800718;17.5;-2.6;8.0;0.0;0;0
SAM;19800719;19.0;4.8;11.8;0.0;0;0
SAM;19800720;14.8;5.6;10.2;21.0;0;0
SAM;19800721;8.8;2.5;4.9;0.1;0;0
SAM;19800722;15.9;-2.6;6.6;0.0;0;0
SAM;19800723;22.0;-2.8;9.4;0.0;0;0
SAM;19800724;20.5;1.6;10.7;0.0;0;0
SAM;19800725;21.9;1.5;11.4;0.0;0;0
SAM;19800726;22.7;3.2;12.5;0.2;0;0
SAM;19800727;20.4;6.0;13.0;0.0;0;0
SAM;19800728;22.4;1.3;11.3;0.0;0;0
SAM;19800729;21.6;2.7;11.9;6.7;0;0
SAM;19800730;20.4;7.4;12.6;0.0;0;0
SAM;19800731;20.7;3.4;12.8;0.0;0;0
SAM;19800801;21.3;5.3;13.1;0.0;0;0
SAM;19800802;23.2;3.0;13.1;0.0;0;0
SAM;19800803;24.8;6.4;15.1;0.3;0;0
SAM;19800804;24.1;10.4;17.3;0.0;0;0
SAM;19800805;23.5;7.6;15.1;0.0;0;0
SAM;19800806;24.6;5.9;14.1;0.0;0;0
SAM;19800807;23.4;4.8;13.8;4.5;0;0
SAM;19800808;13.0;7.0;9.1;10.9;0;0
SAM;19800809;20.2;6.8;12.9;0.0;0;0
SAM;19800810;19.9;0.1;10.6;2.7;0;0
SAM;19800811;20.1;5.8;12.2;0.0;0;0
SAM;19800812;15.7;7.9;10.7;0.0;0;0
SAM;19800813;13.2;4.3;7.8;0.0;0;0
SAM;19800814;20.5;3.7;11.2;0.0;0;0
SAM;19800815;20.3;7.0;12.8;0.3;0;0
SAM;19800816;13.8;8.3;10.8;9.1;0;0
SAM;19800817;18.2;9.5;13.2;0.0;0;0
SAM;19800818;19.7;2.5;11.6;0.0;0;0
SAM;19800819;19.5;1.6;10.4;0.0;0;0
SAM;19800820;16.7;8.4;12.1;0.0;0;0
SAM;19800821;23.0;2.0;13.1;0.0;0;0
SAM;19800822;18.2;11.8;14.3;0.0;0;0
SAM;19800823;17.8;-0.3;7.7;0.0;0;0
SAM;19800824;14.0;-2.3;6.5;0.0;0;0
SAM;19800825;18.9;-6.3;6.3;0.0;0;0
SAM;19800826;19.2;-2.3;7.4;0.0;0;0
SAM;19800827;16.7;3.2;10.3;0.0;0;0
SAM;19800828;15.2;9.5;11.5;14.8;0;0
SAM;19800829;18.9;10.1;13.6;0.2;0;0
SAM;19800830;19.3;5.6;11.9;1.1;0;0
SAM;19800831;12.4;2.5;7.0;3.6;0;0
SAM;19800901;11.2;5.7;7.6;0.3;0;0
SAM;19800902;18.1;-6.0;5.2;0.0;0;0
SAM;19800903;18.5;-4.1;6.9;0.0;0;0
SAM;19800904;21.9;-3.1;9.0;0.0;0;0
SAM;19800905;19.1;-0.9;8.8;0.0;0;0
SAM;19800906;14.3;8.4;10.3;0.0;0;0
SAM;19800907;17.1;-3.8;6.6;0.0;0;0
SAM;19800908;19.9;-0.3;9.8;0.0;0;0
SAM;19800909;13.0;1.5;7.4;5.5;0;0
SAM;19800910;9.3;4.9;6.0;0.0;0;0
SAM;19800911;15.2;-0.3;8.4;0.0;0;0
SAM;19800912;19.9;-1.3;9.8;0.0;0;0
SAM;19800913;16.1;4.7;9.4;0.0;0;0
SAM;19800914;15.9;-4.5;5.7;0.0;0;0
SAM;19800915;18.6;-5.1;8.4;0.0;0;0
SAM;19800916;21.8;-3.0;8.4;0.0;0;0
SAM;19800917;20.8;-0.2;9.9;0.0;0;0
SAM;19800918;18.3;-0.7;8.4;0.0;0;0
SAM;19800919;17.2;3.0;9.7;0.0;0;0
SAM;19800920;16.9;3.7;9.9;0.0;0;0
SAM;19800921;16.5;1.9;9.5;0.0;0;0
SAM;19800922;17.6;9.0;11.1;9.5;0;0
SAM;19800923;11.6;7.2;9.1;1.5;0;0
SAM;19800924;15.7;1.6;9.1;0.0;0;0
SAM;19800925;16.8;-3.2;7.1;0.0;0;0
SAM;19800926;16.5;-1.2;7.5;0.0;0;0
SAM;19800927;15.0;-4.6;6.1;0.0;0;0
SAM;19800928;16.9;-1.0;6.4;0.0;0;0
SAM;19800929;17.3;-4.7;6.6;0.0;0;0
SAM;19800930;14.9;-5.2;3.9;0.0;0;0
SAM;19801001;16.3;-3.5;4.5;0.0;0;0
SAM;19801002;15.3;-4.5;6.8;0.0;0;0
SAM;19801003;17.9;-5.1;4.0;0.0;0;0
SAM;19801004;17.2;-7.2;3.7;0.0;0;0
SAM;19801005;16.1;-4.7;4.9;0.0;0;0
SAM;19801006;13.1;-3.8;4.3;0.0;0;0
SAM;19801007;9.1;3.4;5.8;10.2;0;0
SAM;19801008;5.1;3.4;4.0;6.5;0;1
SAM;19801009;0.6;-1.1;-0.3;1.5;1;1
SAM;19801010;2.1;-2.7;-1.9;0.0;2;0
SAM;19801011;1.7;-8.2;-1.1;6.8;0;11
SAM;19801012;4.0;-0.4;0.9;0.9;11;1
SAM;19801013;3.3;0.0;1.0;0.0;2;0
SAM;19801014;5.2;-7.0;-1.7;0.0;0;0
SAM;19801015;5.3;-4.8;1.2;2.2;0;0
SAM;19801016;7.8;3.3;4.8;60.2;0;0
SAM;19801017;5.3;0.8;2.5;55.2;0;2
SAM;19801018;3.5;0.9;1.2;8.7;2;6
SAM;19801019;1.9;-0.3;0.1;0.0;6;0
SAM;19801020;3.0;-13.9;-6.3;0.0;3;0
SAM;19801021;6.4;-13.5;-5.3;0.0;3;0
SAM;19801022;9.2;-8.3;-1.2;0.0;1;0
SAM;19801023;8.2;-4.5;0.0;0.0;0;0
SAM;19801024;6.0;-6.4;-0.3;29.9;0;10
SAM;19801025;0.3;-0.4;-0.3;0.6;10;4
SAM;19801026;1.3;-8.4;-4.5;0.0;13;0
SAM;19801027;4.2;-13.5;-6.1;0.0;11;0
SAM;19801028;7.5;-9.7;-3.0;0.0;7;0
SAM;19801029;10.0;-9.1;-1.2;0.0;4;0
SAM;19801030;8.0;-6.7;-2.0;0.0;3;0
SAM;19801031;4.6;-13.2;-4.3;0.0;2;0
SAM;19801101;3.6;-8.1;-3.0;0.0;1;0
SAM;19801102;-2.5;-9.8;-6.2;0.1;1;1
SAM;19801103;-4.3;-10.4;-8.9;0.0;2;0
SAM;19801104;-1.7;-15.3;-7.8;1.2;2;5
SAM;19801105;1.6;-10.1;-5.7;0.5;7;1
SAM;19801106;4.9;-3.8;0.9;0.0;8;0
SAM;19801107;3.4;-1.2;0.3;0.0;5;0
SAM;19801108;4.9;-9.1;-2.7;0.0;4;0
SAM;19801109;1.0;-6.0;-1.3;0.5;3;0
SAM;19801110;2.7;-1.4;-0.5;0.0;2;0
SAM;19801111;0.4;-16.8;-9.5;0.0;2;0
SAM;19801112;-2.4;-11.9;-5.1;4.8;2;14
SAM;19801113;-3.5;-16.9;-11.5;0.0;16;0
SAM;19801114;-2.3;-24.0;-14.1;0.0;15;0
SAM;19801115;4.6;-16.0;-4.3;0.0;13;0
SAM;19801116;4.6;-2.3;1.1;0.0;12;0
SAM;19801117;6.0;-7.9;-1.9;0.0;11;0
SAM;19801118;3.5;-0.9;1.5;2.0;10;0
SAM;19801119;4.1;-1.4;2.0;0.0;8;0
SAM;19801120;7.2;-4.1;0.3;0.0;7;0
SAM;19801121;6.0;-7.6;-2.0;0.0;5;0
SAM;19801122;7.2;-8.5;-3.1;0.0;5;0
SAM;19801123;7.1;-8.4;-2.8;0.0;5;0
SAM;19801124;5.7;-8.3;-2.8;0.0;4;0
SAM;19801125;4.7;-8.7;-3.0;0.0;3;0
SAM;19801126;3.0;-3.8;-0.5;4.0;3;4
SAM;19801127;-3.3;-3.7;-4.1;0.4;6;5
SAM;19801128;-4.0;-10.4;-8.4;0.2;11;2
SAM;19801129;-6.6;-12.0;-9.2;0.0;13;0
SAM;19801130;-6.6;-9.6;-8.4;0.0;13;0
SAM;19801201;-9.0;-12.0;-11.4;0.0;13;0
SAM;19801202;-2.9;-21.3;-14.7;0.0;13;0
SAM;19801203;-4.4;-9.4;-7.4;0.1;12;1
SAM;19801204;-7.6;-11.7;-9.7;0.1;13;2
SAM;19801205;-3.4;-9.3;-8.1;0.1;14;2
SAM;19801206;-0.8;-5.8;-3.9;1.0;16;4
SAM;19801207;-9.4;-17.0;-13.1;0.0;20;0
SAM;19801208;-10.4;-21.8;-16.4;0.0;20;0
SAM;19801209;-9.5;-26.0;-19.2;0.0;19;0
SAM;19801210;-2.9;-18.6;-10.8;0.0;19;0
SAM;19801211;-3.6;-14.1;-9.7;0.0;19;0
SAM;19801212;-1.9;-16.5;-11.7;0.0;18;0
SAM;19801213;0.4;-16.2;-8.7;0.0;17;0
SAM;19801214;4.6;-6.4;-1.0;0.0;17;0
SAM;19801215;2.9;-5.0;0.1;1.4;17;5
SAM;19801216;-1.9;-10.1;-5.9;1.1;20;0
SAM;19801217;-7.5;-19.3;-14.6;0.0;20;0
SAM;19801218;-5.7;-22.1;-12.9;0.3;20;3
SAM;19801219;-6.0;-10.0;-7.9;0.2;23;3
SAM;19801220;-1.5;-13.0;-6.0;0.1;25;1
SAM;19801221;-2.7;-14.3;-7.8;1.2;26;4
SAM;19801222;-4.6;-7.6;-5.8;1.2;27;6
SAM;19801223;3.6;-15.0;-4.4;0.3;30;2
SAM;19801224;-2.0;-12.6;-9.3;0.0;29;0
SAM;19801225;-1.1;-16.5;-9.6;0.0;27;0
SAM;19801226;-1.1;-15.9;-5.8;0.2;26;2
SAM;19801227;-7.2;-17.2;-11.7;0.0;28;0
SAM;19801228;-8.3;-23.0;-17.8;0.0;26;0
SAM;19801229;-6.5;-24.5;-17.6;0.0;26;0
SAM;19801230;-3.3;-20.1;-13.7;0.0;25;0
SAM;19801231;-1.7;-15.9;-10.4;0.0;25;0
SAM;19810101;1.7;-12.4;-3.7;0.0;25;2
SAM;19810102;-2.5;-5.6;-4.3;2.2;25;5
SAM;19810103;7.2;-4.2;3.0;4.6;27;2
SAM;19810104;3.0;-6.0;-1.1;2.1;21;9
SAM;19810105;-7.5;-8.7;-8.5;1.5;29;10
SAM;19810106;-6.2;-9.8;-8.7;6.8;36;19
SAM;19810107;-8.9;-12.8;-11.6;0.6;53;4
SAM;19810108;-11.8;-26.0;-16.4;0.0;56;0
SAM;19810109;-8.5;-27.9;-16.9;0.0;54;0
SAM;19810110;-2.8;-10.2;-7.0;0.0;51;0
SAM;19810111;-4.1;-17.6;-8.1;0.0;47;0
SAM;19810112;-4.8;-23.1;-14.9;0.0;45;1
SAM;19810113;-5.3;-14.8;-9.7;0.0;43;2
SAM;19810114;-9.1;-24.5;-14.9;0.0;42;0
SAM;19810115;-2.9;-8.4;-6.1;1.0;41;2
SAM;19810116;-7.8;-14.2;-9.9;0.3;48;1
SAM;19810117;-2.0;-10.9;-7.6;0.0;44;2
SAM;19810118;-2.7;-13.6;-7.9;0.0;41;1
SAM;19810119;-1.4;-15.4;-6.4;3.2;41;9
SAM;19810120;-4.9;-8.0;-6.6;1.2;47;6
SAM;19810121;-7.8;-25.8;-12.4;0.0;52;0
SAM;19810122;-9.6;-29.7;-21.5;0.0;44;0
SAM;19810123;-7.5;-29.6;-19.9;0.0;43;0
SAM;19810124;-3.4;-25.3;-15.6;0.0;41;0
SAM;19810125;1.8;-21.0;-10.2;0.0;40;0
SAM;19810126;-0.8;-20.2;-6.0;0.0;39;0
SAM;19810127;-5.1;-26.0;-18.2;0.0;38;0
SAM;19810128;0.0;-24.1;-13.1;0.0;37;0
SAM;19810129;-5.6;-24.5;-17.0;0.0;37;0
SAM;19810130;-2.5;-26.0;-15.8;0.0;37;0
SAM;19810131;-1.9;-22.8;-13.8;0.0;37;0
SAM;19810201;-0.6;-20.5;-11.7;0.0;37;0
SAM;19810202;0.3;-20.2;-11.4;0.0;37;0
SAM;19810203;2.5;-20.2;-7.1;0.0;36;0
SAM;19810204;-0.3;-10.1;-3.1;0.2;35;2
SAM;19810205;-5.5;-11.3;-7.8;1.3;36;4
SAM;19810206;-2.1;-9.1;-4.8;0.4;39;4
SAM;19810207;6.4;-2.8;1.1;0.1;41;0
SAM;19810208;6.8;-12.5;-4.4;0.0;38;0
SAM;19810209;7.3;-17.4;-4.8;0.0;35;0
SAM;19810210;2.1;-8.1;-2.2;0.0;35;0
SAM;19810211;-4.7;-20.2;-12.3;0.0;36;0
SAM;19810212;-6.5;-25.9;-17.9;0.0;35;0
SAM;19810213;-6.1;-28.4;-19.4;0.0;35;0
SAM;19810214;-1.6;-27.5;-16.4;0.0;35;0
SAM;19810215;2.8;-23.3;-12.3;0.0;35;0
SAM;19810216;0.4;-23.5;-13.2;0.0;35;0
SAM;19810217;-2.4;-23.7;-13.9;0.0;34;0
SAM;19810218;-5.5;-19.8;-10.8;0.0;33;0
SAM;19810219;-5.7;-24.9;-15.6;0.0;33;0
SAM;19810220;-3.2;-24.8;-13.7;0.0;33;0
SAM;19810221;-5.7;-12.4;-9.4;0.0;33;2
SAM;19810222;-3.0;-23.5;-13.1;0.0;32;0
SAM;19810223;-2.8;-22.9;-12.0;0.0;31;0
SAM;19810224;-1.2;-22.0;-12.7;0.0;31;0
SAM;19810225;-0.3;-23.7;-12.3;0.0;30;0
SAM;19810226;-0.7;-20.8;-11.5;0.0;30;0
SAM;19810227;-2.2;-24.9;-12.0;0.0;29;0
SAM;19810228;-4.6;-11.6;-8.0;0.0;29;0
SAM;19810301;0.5;-11.9;-6.5;0.0;27;0
SAM;19810302;2.3;-15.8;-6.1;0.0;24;0
SAM;19810303;0.3;-13.3;-5.0;1.2;20;3
SAM;19810304;-0.7;-10.8;-4.1;0.0;22;0
SAM;19810305;1.2;-20.1;-8.1;0.0;21;0
SAM;19810306;1.4;-15.2;-6.3;0.0;20;1
SAM;19810307;6.1;-10.7;-2.5;0.0;20;0
SAM;19810308;4.4;-7.4;-0.7;0.0;17;0
SAM;19810309;9.7;-3.4;1.7;0.0;15;0
SAM;19810310;9.5;-0.4;3.1;0.0;12;0
SAM;19810311;10.6;1.7;4.8;0.0;8;0
SAM;19810312;7.7;1.2;3.6;1.9;6;1
SAM;19810313;2.6;-4.6;0.0;0.1;6;0
SAM;19810314;4.2;-6.9;-1.2;0.6;6;3
SAM;19810315;1.3;-2.3;-1.4;5.7;9;8
SAM;19810316;1.4;-13.0;-3.9;0.0;15;0
SAM;19810317;-4.5;-16.1;-8.3;9.2;13;17
SAM;19810318;-4.6;-17.1;-7.4;0.0;29;0
SAM;19810319;2.7;-22.5;-11.0;0.0;23;0
SAM;19810320;6.2;-19.4;-5.6;0.0;23;0
SAM;19810321;6.7;-10.2;-2.0;0.0;21;0
SAM;19810322;4.6;-12.7;-2.7;0.0;18;0
SAM;19810323;5.4;-10.3;-0.4;0.0;15;0
SAM;19810324;10.7;-1.8;3.9;0.0;13;0
SAM;19810325;12.1;0.1;4.9;0.0;11;0
SAM;19810326;5.8;-1.1;2.7;0.9;6;0
SAM;19810327;8.1;-6.0;1.3;0.0;5;0
SAM;19810328;7.3;-3.8;2.1;4.7;4;0
SAM;19810329;7.2;2.1;3.7;5.0;2;0
SAM;19810330;4.1;1.1;2.1;37.2;2;0
SAM;19810331;5.5;1.2;2.4;13.0;0;0
SAM;19810401;10.1;-1.5;4.6;0.0;0;0
SAM;19810402;12.8;-3.5;3.4;0.0;0;0
SAM;19810403;13.3;-3.4;4.1;0.0;0;0
SAM;19810404;12.1;-2.7;4.5;0.0;0;0
SAM;19810405;10.8;-1.5;4.3;2.9;0;0
SAM;19810406;10.1;-2.6;3.8;0.0;0;0
SAM;19810407;13.0;-4.7;3.3;0.0;0;0
SAM;19810408;12.7;-1.7;4.7;0.0;0;0
SAM;19810409;12.7;-3.9;3.9;0.0;0;0
SAM;19810410;14.6;-3.6;4.7;0.0;0;0
SAM;19810411;15.8;-3.7;5.8;0.0;0;0
SAM;19810412;13.0;-2.5;6.1;0.0;0;0
SAM;19810413;15.6;-5.9;4.1;0.0;0;0
SAM;19810414;16.2;-5.5;4.9;0.0;0;0
SAM;19810415;14.5;-4.2;5.2;0.0;0;0
