stn;time;ths200dx;ths200dn;ths200d0;rre150d0;hto000d0;hns000d0
SAM;20191224;4.2;-12.1;-3.6;4.3;30;0
SAM;20191225;2.2;-6.5;-1.0;0.0;30;0
SAM;20191226;-3.2;-16.6;-8.7;0.0;30;0
SAM;20191227;0.7;-7.1;-2.6;0.4;29;0
SAM;20191228;-3.6;-18.0;-10.8;0.0;29;0
SAM;20191229;-5.2;-20.0;-13.8;0.0;28;0
SAM;20191230;-0.6;-17.6;-10.2;0.0;28;0
SAM;20191231;0.3;-13.5;-7.8;0.0;27;0
SAM;20200101;-2.5;-16.3;-10.5;0.0;26;0
SAM;20200102;2.6;-17.7;-9.0;0.0;25;0
SAM;20200103;-0.8;-13.0;-7.6;0.0;25;0
SAM;20200104;3.2;-8.7;-2.1;0.0;24;0
SAM;20200105;-0.7;-14.4;-7.6;0.0;24;0
SAM;20200106;-0.4;-15.1;-9.6;0.0;24;0
SAM;20200107;2.5;-16.3;-8.5;0.0;23;0
SAM;20200108;-0.5;-19.8;-9.4;0.0;23;0
SAM;20200109;5.8;-9.9;-3.6;0.0;23;0
SAM;20200110;-0.6;-13.1;-6.9;0.0;23;0
SAM;20200111;-0.8;-19.5;-9.8;0.0;23;0
SAM;20200112;-0.8;-19.4;-11.3;0.0;23;0
SAM;20200113;2.5;-15.8;-8.7;0.0;23;0
SAM;20200114;0.2;-18.2;-9.0;0.0;22;0
SAM;20200115;0.4;-13.1;-6.9;0.0;22;0
SAM;20200116;0.3;-15.5;-9.8;0.0;22;0
SAM;20200117;0.9;-16.9;-8.9;1.0;21;3
SAM;20200118;-2.6;-20.7;-8.1;0.1;24;0
SAM;20200119;-5.5;-22.0;-14.6;0.0;24;0
SAM;20200120;-8.8;-24.0;-17.4;0.0;24;0
SAM;20200121;-0.9;-23.1;-12.2;0.0;23;0
SAM;20200122;2.8;-15.4;-8.5;0.0;23;0
SAM;20200123;1.0;-17.7;-9.2;0.0;23;0
SAM;20200124;2.4;-16.5;-6.8;0.0;22;0
SAM;20200125;1.5;-9.9;-5.0;0.0;21;0
SAM;20200126;2.4;-11.8;-6.2;0.0;21;0
SAM;20200127;1.8;-15.3;-5.7;0.3;21;1
SAM;20200128;0.4;-4.8;-1.9;3.5;22;3
SAM;20200129;-1.1;-5.6;-3.9;0.6;24;3
SAM;20200130;2.7;-16.5;-6.7;0.0;27;0
SAM;20200131;8.7;-9.5;-1.6;0.0;24;0
SAM;20200201;3.6;-11.5;-2.7;0.0;22;0
SAM;20200202;7.1;-8.8;-0.2;0.1;20;0
SAM;20200203;9.1;1.1;6.6;1.4;19;1
SAM;20200204;6.2;-6.7;-2.6;6.5;19;28
SAM;20200205;-5.0;-18.0;-7.6;0.1;46;1
SAM;20200206;-3.3;-20.6;-13.2;0.0;46;0
SAM;20200207;2.2;-20.6;-10.1;0.0;44;0
SAM;20200208;3.3;-16.9;-7.8;0.0;41;0
SAM;20200209;1.6;-17.6;-5.6;0.0;39;0
SAM;20200210;6.4;-1.4;2.0;0.0;38;1
SAM;20200211;4.0;-4.0;0.5;0.0;36;0
SAM;20200212;-0.7;-12.9;-4.3;0.0;35;0
SAM;20200213;1.0;-15.9;-6.7;2.9;34;11
SAM;20200214;2.3;-14.4;-3.3;0.0;43;0
SAM;20200215;5.4;-15.6;-6.6;0.0;41;0
SAM;20200216;6.2;-14.0;-2.7;0.0;39;0
SAM;20200217;4.2;-2.7;1.4;0.0;37;0
SAM;20200218;2.1;-11.7;-2.7;0.0;34;0
SAM;20200219;-0.1;-14.0;-6.6;0.0;31;0
SAM;20200220;3.6;-12.0;-5.2;0.0;29;0
SAM;20200221;3.0;-11.8;-2.7;0.0;27;0
SAM;20200222;9.1;-10.1;-1.9;0.0;26;0
SAM;20200223;10.9;-6.4;3.7;0.0;25;0
SAM;20200224;11.3;-5.0;4.6;0.0;19;0
SAM;20200225;2.7;-9.4;-1.0;0.8;17;3
SAM;20200226;0.3;-9.0;-4.4;0.3;19;1
SAM;20200227;-2.5;-11.8;-6.6;0.2;19;3
SAM;20200228;-1.8;-8.1;-5.4;0.0;21;0
SAM;20200229;0.6;-6.9;-2.7;2.8;20;0
SAM;20200301;4.2;-4.1;0.5;0.3;20;1
SAM;20200302;0.6;-10.7;-3.2;11.6;20;31
SAM;20200303;-0.8;-10.9;-4.0;0.0;45;2
SAM;20200304;-1.5;-15.8;-7.1;0.0;39;0
SAM;20200305;-1.3;-8.0;-3.8;1.7;36;4
SAM;20200306;2.2;-9.4;-2.8;0.1;39;0
SAM;20200307;-0.9;-13.1;-4.8;0.1;37;0
SAM;20200308;3.3;-19.9;-6.9;0.0;34;0
SAM;20200309;0.5;-9.4;-4.2;2.2;32;2
SAM;20200310;1.4;-17.0;-4.7;9.6;32;13
SAM;20200311;10.0;-5.1;2.0;0.0;39;0
SAM;20200312;10.1;-10.8;1.1;0.0;32;0
SAM;20200313;6.6;-8.5;1.4;0.1;28;1
SAM;20200314;2.3;-8.4;-2.7;0.4;27;1
SAM;20200315;1.8;-12.6;-4.5;0.0;27;0
SAM;20200316;6.9;-12.7;-2.4;0.0;25;0
SAM;20200317;10.3;-8.8;-0.6;0.0;23;0
SAM;20200318;9.6;-7.4;0.3;0.0;22;0
SAM;20200319;8.9;-6.9;0.4;0.0;20;0
SAM;20200320;7.3;-8.8;0.1;0.0;19;0
SAM;20200321;8.0;-5.8;1.1;0.0;17;0
SAM;20200322;5.6;-4.7;0.9;0.0;16;0
SAM;20200323;3.4;-9.0;-3.5;0.0;16;0
SAM;20200324;0.1;-13.8;-6.0;0.0;15;0
SAM;20200325;-1.4;-14.1;-6.8;0.0;15;1
SAM;20200326;3.6;-12.5;-3.2;0.0;15;0
SAM;20200327;6.0;-7.6;-0.1;0.0;15;0
SAM;20200328;8.1;-3.6;2.5;0.0;15;0
SAM;20200329;5.3;-1.5;1.7;0.2;14;2
SAM;20200330;1.0;-6.2;-1.8;0.0;14;0
SAM;20200331;-0.4;-12.4;-5.4;0.0;14;0
SAM;20200401;5.7;-13.7;-4.8;0.0;12;0
SAM;20200402;5.0;-11.7;-2.9;0.0;9;0
SAM;20200403;5.3;-5.7;-0.6;0.0;7;0
SAM;20200404;8.4;-9.0;-0.9;0.0;5;0
SAM;20200405;8.8;-8.1;0.4;0.0;4;0
SAM;20200406;8.8;-5.4;1.5;0.0;3;0
SAM;20200407;11.6;-5.2;2.4;0.0;2;0
SAM;20200408;11.9;-4.2;3.1;0.0;2;0
SAM;20200409;12.5;-4.0;3.5;0.0;1;0
SAM;20200410;13.6;-3.6;3.9;0.0;1;0
SAM;20200411;14.0;-3.6;4.4;0.0;1;0
SAM;20200412;13.1;-3.7;4.7;0.0;1;0
SAM;20200413;12.3;-3.4;4.9;0.3;1;0
SAM;20200414;7.4;-4.9;2.4;0.0;0;0
SAM;20200415;14.9;-9.0;3.0;0.0;0;0
SAM;20200416;14.9;-4.8;4.6;0.0;0;0
SAM;20200417;15.9;-3.7;5.9;0.0;0;0
SAM;20200418;16.9;-2.6;7.2;0.0;0;0
SAM;20200419;16.2;-1.4;7.9;0.4;0;0
SAM;20200420;11.0;5.6;7.6;0.0;0;0
SAM;20200421;11.1;3.9;6.6;0.0;0;0
SAM;20200422;12.6;-0.2;6.3;0.0;0;0
SAM;20200423;15.7;-4.5;5.8;0.0;0;0
SAM;20200424;14.1;-2.5;5.8;0.0;0;0
SAM;20200425;12.6;-2.2;6.4;0.0;0;0
SAM;20200426;13.8;2.5;7.5;1.5;0;0
SAM;20200427;11.7;2.5;6.9;0.1;0;0
SAM;20200428;12.0;3.0;6.3;6.9;0;0
SAM;20200429;8.6;-2.2;4.4;0.0;0;0
SAM;20200430;8.3;-1.9;3.1;11.3;0;1
SAM;20200501;9.2;-0.2;3.8;0.2;1;0
SAM;20200502;11.3;1.3;5.0;0.9;0;0
SAM;20200503;10.8;-2.7;4.5;0.0;0;0
SAM;20200504;14.1;-1.6;6.9;0.0;0;0
SAM;20200505;9.8;-1.5;5.8;1.5;0;0
SAM;20200506;12.6;-3.0;6.3;0.0;0;0
SAM;20200507;18.7;-5.5;6.8;0.0;0;0
SAM;20200508;17.3;-1.5;9.3;0.0;0;0
SAM;20200509;17.4;1.3;10.3;1.7;0;0
SAM;20200510;14.7;6.5;9.4;6.8;0;0
SAM;20200511;9.7;3.6;6.9;1.5;0;0
SAM;20200512;15.1;2.9;8.2;1.2;0;0
SAM;20200513;9.2;4.8;6.6;11.2;0;0
SAM;20200514;15.7;5.4;9.7;7.3;0;0
SAM;20200515;10.2;0.7;6.5;1.0;0;0
SAM;20200516;13.1;2.7;7.3;0.9;0;0
SAM;20200517;16.5;4.8;9.4;2.7;0;0
SAM;20200518;18.4;3.0;10.8;0.0;0;0
SAM;20200519;16.5;6.6;11.3;0.0;0;0
SAM;20200520;15.6;1.7;10.5;0.0;0;0
SAM;20200521;18.2;-0.7;9.4;0.0;0;0
SAM;20200522;18.6;0.2;10.2;0.0;0;0
SAM;20200523;19.9;4.2;10.5;7.5;0;0
SAM;20200524;11.0;-1.4;5.2;0.0;0;0
SAM;20200525;13.1;-3.9;5.7;0.0;0;0
SAM;20200526;14.3;-4.0;6.2;0.0;0;0
SAM;20200527;16.3;-3.5;6.8;0.0;0;0
SAM;20200528;13.3;-2.5;6.4;0.1;0;0
SAM;20200529;13.9;-1.7;6.4;0.0;0;0
SAM;20200530;12.1;-1.2;5.9;0.0;0;0
SAM;20200531;14.0;-3.0;6.1;0.0;0;0
SAM;20200601;17.7;-2.1;9.1;0.0;0;0
SAM;20200602;18.7;1.3;9.9;0.0;0;0
SAM;20200603;18.5;-0.2;9.6;1.3;0;0
SAM;20200604;11.1;4.8;7.9;10.5;0;0
SAM;20200605;14.7;3.9;9.0;0.0;0;0
SAM;20200606;15.0;6.6;10.2;8.6;0;0
SAM;20200607;9.5;2.6;5.9;35.9;0;0
SAM;20200608;11.9;1.4;6.3;22.2;0;0
SAM;20200609;13.5;1.0;6.7;8.7;0;0
SAM;20200610;12.9;4.0;6.5;13.0;0;0
SAM;20200611;11.3;3.6;6.9;1.9;0;0
SAM;20200612;14.1;0.9;8.5;0.0;0;0
SAM;20200613;18.4;1.5;9.6;3.3;0;0
SAM;20200614;12.4;6.6;10.1;0.0;0;0
SAM;20200615;13.1;7.3;9.9;0.2;0;0
SAM;20200616;15.2;6.8;10.1;1.5;0;0
SAM;20200617;13.4;6.1;9.0;8.4;0;0
SAM;20200618;16.4;5.4;10.0;11.0;0;0
SAM;20200619;11.6;2.4;7.4;2.3;0;0
SAM;20200620;15.1;1.3;9.4;0.0;0;0
SAM;20200621;12.9;4.8;9.6;0.0;0;0
SAM;20200622;14.6;3.3;10.4;0.0;0;0
SAM;20200623;21.8;1.1;12.4;0.0;0;0
SAM;20200624;22.3;3.3;14.1;0.0;0;0
SAM;20200625;18.7;6.7;13.6;0.0;0;0
SAM;20200626;20.0;6.6;13.8;1.3;0;0
SAM;20200627;20.8;4.4;12.9;0.0;0;0
SAM;20200628;21.5;4.3;14.1;0.0;0;0
SAM;20200629;17.7;4.7;12.9;2.9;0;0
SAM;20200630;21.6;2.6;13.6;0.0;0;0
SAM;20200701;20.9;9.0;14.2;1.0;0;0
SAM;20200702;22.1;9.0;14.4;1.4;0;0
SAM;20200703;18.1;6.0;12.5;0.0;0;0
SAM;20200704;21.1;2.7;13.1;0.0;0;0
SAM;20200705;23.1;1.2;13.5;0.0;0;0
SAM;20200706;23.4;4.2;13.2;0.1;0;0
SAM;20200707;19.2;0.5;10.7;0.0;0;0
SAM;20200708;20.9;1.4;12.4;0.0;0;0
SAM;20200709;23.2;2.8;14.1;0.0;0;0
SAM;20200710;23.3;8.6;14.9;0.0;0;0
SAM;20200711;18.2;1.4;11.0;1.0;0;0
SAM;20200712;20.4;-0.1;10.1;0.0;0;0
SAM;20200713;20.0;4.1;12.0;0.0;0;0
SAM;20200714;16.8;4.6;10.3;0.1;0;0
SAM;20200715;15.2;3.6;9.2;1.8;0;0
SAM;20200716;17.3;7.1;11.3;0.4;0;0
SAM;20200717;17.2;7.9;11.4;0.2;0;0
SAM;20200718;17.7;2.4;10.9;0.0;0;0
SAM;20200719;22.0;0.7;12.2;0.0;0;0
SAM;20200720;23.0;2.2;13.8;0.1;0;0
SAM;20200721;19.5;5.0;12.1;2.4;0;0
SAM;20200722;21.7;6.8;14.1;3.0;0;0
SAM;20200723;22.1;7.8;14.1;4.1;0;0
SAM;20200724;12.1;7.8;10.0;1.4;0;0
SAM;20200725;18.8;5.7;12.3;0.0;0;0
SAM;20200726;19.9;5.8;12.5;0.0;0;0
SAM;20200727;21.1;3.4;13.4;0.0;0;0
SAM;20200728;25.5;5.0;14.1;4.0;0;0
SAM;20200729;24.7;6.2;16.7;0.0;0;0
SAM;20200730;25.1;9.0;16.1;17.6;0;0
SAM;20200731;25.3;8.7;16.0;0.0;0;0
SAM;20200801;25.9;5.6;14.7;0.9;0;0
SAM;20200802;19.2;7.6;12.6;15.6;0;0
SAM;20200803;15.1;5.2;9.8;23.3;0;0
SAM;20200804;12.1;4.2;7.4;0.2;0;0
SAM;20200805;20.1;1.4;10.3;0.0;0;0
SAM;20200806;21.5;2.5;12.9;0.0;0;0
SAM;20200807;22.4;5.5;14.7;0.0;0;0
SAM;20200808;24.6;6.9;15.9;0.0;0;0
SAM;20200809;24.3;7.7;15.6;0.0;0;0
SAM;20200810;23.8;6.9;14.2;0.0;0;0
SAM;20200811;23.6;6.6;14.7;0.0;0;0
SAM;20200812;23.6;6.6;14.5;1.1;0;0
SAM;20200813;21.5;8.8;13.4;0.4;0;0
SAM;20200814;17.0;8.8;12.2;4.6;0;0
SAM;20200815;22.1;6.5;13.9;0.0;0;0
SAM;20200816;19.3;7.4;13.4;12.1;0;0
SAM;20200817;16.3;8.8;12.0;2.7;0;0
SAM;20200818;18.0;8.0;11.9;0.1;0;0
SAM;20200819;19.2;3.7;12.6;0.4;0;0
SAM;20200820;22.0;10.1;15.7;0.0;0;0
SAM;20200821;22.3;9.6;16.3;0.0;0;0
SAM;20200822;23.0;4.3;13.0;4.7;0;0
SAM;20200823;16.8;2.8;10.4;0.0;0;0
SAM;20200824;17.7;0.6;8.8;0.0;0;0
SAM;20200825;18.0;-0.4;9.8;0.0;0;0
SAM;20200826;22.9;2.9;13.2;0.0;0;0
SAM;20200827;21.6;1.9;12.3;0.0;0;0
SAM;20200828;13.5;4.6;10.1;41.0;0;0
SAM;20200829;10.6;7.9;9.4;40.0;0;0
SAM;20200830;12.6;1.5;7.5;12.8;0;0
SAM;20200831;10.5;2.0;5.9;1.2;0;0
SAM;20200901;14.6;4.0;8.7;0.1;0;0
SAM;20200902;13.2;0.9;7.5;0.0;0;0
SAM;20200903;16.5;-1.6;7.0;0.0;0;0
SAM;20200904;21.7;0.1;10.7;0.0;0;0
SAM;20200905;21.0;1.2;12.4;1.5;0;0
SAM;20200906;17.2;5.5;10.3;14.6;0;0
SAM;20200907;14.1;5.5;8.6;0.4;0;0
SAM;20200908;17.8;4.4;10.6;0.0;0;0
SAM;20200909;19.3;2.2;10.7;0.0;0;0
SAM;20200910;19.4;2.8;11.3;0.0;0;0
SAM;20200911;19.0;5.9;12.4;0.0;0;0
SAM;20200912;21.0;3.8;11.5;0.0;0;0
SAM;20200913;21.3;3.0;12.4;0.0;0;0
SAM;20200914;20.3;4.4;13.0;0.0;0;0
SAM;20200915;21.4;4.3;12.6;0.0;0;0
SAM;20200916;20.9;4.7;13.0;0.0;0;0
SAM;20200917;19.0;1.9;9.5;0.0;0;0
SAM;20200918;20.9;2.0;11.1;0.0;0;0
SAM;20200919;17.9;5.3;11.8;0.0;0;0
SAM;20200920;16.9;1.9;10.3;0.0;0;0
SAM;20200921;14.7;6.6;10.7;0.0;0;0
SAM;20200922;12.8;4.6;9.0;0.0;0;0
SAM;20200923;15.0;4.6;9.7;0.0;0;0
SAM;20200924;12.9;3.8;8.1;26.2;0;0
SAM;20200925;6.4;-1.5;1.4;17.2;0;16
SAM;20200926;1.9;-4.3;-0.5;0.4;16;1
SAM;20200927;4.9;-7.8;-1.3;0.0;10;0
SAM;20200928;5.8;-5.3;0.3;0.0;2;0
SAM;20200929;9.0;-0.3;3.6;0.0;2;0
SAM;20200930;15.1;-1.8;5.1;0.0;0;0
SAM;20201001;11.8;-3.2;5.1;1.4;0;0
SAM;20201002;10.2;5.4;7.8;20.7;0;0
SAM;20201003;9.6;-1.4;5.4;16.2;0;0
SAM;20201004;7.6;0.2;3.4;12.4;0;2
SAM;20201005;7.8;0.2;3.6;0.0;2;0
SAM;20201006;8.6;-3.0;4.1;4.3;0;0
SAM;20201007;6.4;0.0;2.9;0.1;0;0
SAM;20201008;13.1;-4.3;2.9;0.0;0;0
SAM;20201009;13.6;-2.7;4.3;0.0;0;0
SAM;20201010;12.8;-3.9;3.6;0.0;0;0
SAM;20201011;3.2;-1.0;1.3;0.0;0;0
SAM;20201012;3.9;-4.6;0.0;0.0;0;0
SAM;20201013;5.1;-7.2;-1.1;0.0;0;0
SAM;20201014;7.6;-9.3;-2.1;0.0;0;0
SAM;20201015;3.2;-4.8;-0.7;0.0;0;1
SAM;20201016;5.2;-3.3;0.3;0.0;1;0
SAM;20201017;7.7;-4.8;0.6;0.0;0;0
SAM;20201018;8.7;-7.9;-0.9;0.0;0;0
SAM;20201019;6.5;-9.3;-1.2;0.0;0;0
SAM;20201020;7.1;-6.8;0.1;0.0;0;0
SAM;20201021;9.2;-3.1;2.7;0.0;0;0
SAM;20201022;12.6;-3.5;5.7;1.3;0;0
SAM;20201023;8.5;4.8;7.1;12.6;0;0
SAM;20201024;9.6;-3.8;3.8;0.1;0;0
SAM;20201025;10.7;-4.9;2.8;0.0;0;0
SAM;20201026;6.5;-0.1;2.3;48.5;0;19
SAM;20201027;2.6;-7.8;-1.8;1.0;19;1
SAM;20201028;5.6;-7.1;-2.5;0.0;14;0
SAM;20201029;7.3;-4.2;1.2;0.0;6;0
SAM;20201030;10.8;-4.5;2.2;0.0;2;0
SAM;20201031;9.9;-6.1;-0.1;0.0;0;0
SAM;20201101;11.3;-4.8;2.0;0.0;0;0
SAM;20201102;12.9;-0.6;4.2;0.0;0;0
SAM;20201103;13.9;-2.0;4.7;0.0;0;0
SAM;20201104;9.6;2.6;4.9;0.0;0;0
SAM;20201105;9.7;-0.2;3.2;0.0;0;0
SAM;20201106;10.4;-5.3;1.4;0.0;0;0
SAM;20201107;11.8;-6.1;0.4;0.0;0;0
SAM;20201108;11.9;-6.8;0.6;0.0;0;0
SAM;20201109;11.6;-5.7;0.3;0.0;0;0
SAM;20201110;10.5;-6.3;-0.5;0.0;0;0
SAM;20201111;9.4;-8.6;-1.2;0.0;0;0
SAM;20201112;9.2;-6.8;-1.2;0.0;0;0
SAM;20201113;7.6;-7.9;-1.6;0.0;0;0
SAM;20201114;8.5;-6.8;-1.1;0.0;0;0
SAM;20201115;9.6;-7.6;0.3;6.6;0;2
SAM;20201116;5.2;-5.2;0.3;0.0;2;0
SAM;20201117;6.2;-9.0;-3.0;0.0;1;0
SAM;20201118;10.8;-7.1;-1.0;0.0;1;0
SAM;20201119;11.9;-6.6;1.1;0.0;1;0
SAM;20201120;1.8;-9.3;-2.1;0.0;1;0
SAM;20201121;1.3;-13.3;-7.1;0.0;1;0
SAM;20201122;9.1;-10.4;-2.7;0.0;1;0
SAM;20201123;8.6;-7.5;-1.0;0.0;0;0
SAM;20201124;6.9;-9.5;-3.6;0.0;0;0
SAM;20201125;8.0;-9.8;-3.3;0.0;0;0
SAM;20201126;7.5;-9.2;-3.5;0.0;0;0
SAM;20201127;5.6;-10.7;-4.1;0.0;0;0
SAM;20201128;6.7;-10.6;-4.4;0.0;0;0
SAM;20201129;4.1;-12.6;-6.0;0.0;0;0
SAM;20201130;5.0;-13.5;-7.5;0.0;0;0
SAM;20201201;-0.7;-14.5;-5.6;0.1;0;1
SAM;20201202;-4.5;-13.2;-7.2;0.6;1;2
SAM;20201203;-0.9;-15.6;-9.4;0.0;2;1
SAM;20201204;1.5;-6.8;-2.8;24.9;3;39
SAM;20201205;0.9;-3.4;-1.6;34.2;41;36
SAM;20201206;1.9;-3.2;-0.9;22.3;74;45
SAM;20201207;-2.6;-10.9;-5.6;3.2;112;3
SAM;20201208;-3.8;-11.6;-6.2;5.7;105;5
SAM;20201209;-2.8;-14.4;-5.2;2.4;102;2
SAM;20201210;-8.0;-20.9;-14.2;0.0;98;0
SAM;20201211;-3.6;-22.2;-11.6;0.0;98;1
SAM;20201212;-3.9;-12.6;-7.8;0.0;98;0
SAM;20201213;-1.5;-13.7;-7.5;0.0;97;0
SAM;20201214;-1.7;-12.5;-6.7;0.0;96;0
SAM;20201215;2.0;-7.2;-1.1;0.7;94;1
SAM;20201216;2.1;-9.2;-0.9;0.0;89;0
SAM;20201217;-1.6;-16.4;-9.2;0.0;82;0
SAM;20201218;-2.7;-16.8;-10.9;0.0;78;0
SAM;20201219;1.7;-16.9;-6.3;0.0;76;0
SAM;20201220;3.6;-9.7;-2.1;1.5;74;2
SAM;20201221;1.5;-2.3;-0.2;0.4;71;1
SAM;20201222;2.7;-8.8;-2.1;0.0;69;0
SAM;20201223;3.2;-10.0;-2.7;0.0;67;0
SAM;20201224;3.4;-6.3;-0.3;1.1;66;0
SAM;20201225;-2.1;-8.3;-5.0;0.0;58;1
SAM;20201226;-6.6;-21.1;-12.3;0.0;55;0
SAM;20201227;-4.3;-23.6;-12.6;3.0;51;3
SAM;20201228;-4.4;-14.0;-7.7;3.0;53;6
SAM;20201229;-2.8;-16.3;-7.6;0.3;58;3
SAM;20201230;-9.6;-23.2;-15.8;0.0;59;0
SAM;20201231;-7.4;-24.3;-15.5;0.0;57;0
SAM;20210101;-5.4;-16.4;-9.3;0.1;57;0
SAM;20210102;-1.6;-10.2;-5.8;0.6;56;2
SAM;20210103;-1.5;-14.5;-6.2;0.1;58;0
SAM;20210104;-6.0;-20.3;-14.3;0.0;57;0
SAM;20210105;-8.7;-21.5;-14.2;0.0;56;1
SAM;20210106;-7.3;-20.0;-13.0;0.0;57;2
SAM;20210107;-9.1;-24.5;-18.4;0.0;58;0
SAM;20210108;-10.1;-26.9;-19.9;0.0;56;0
SAM;20210109;-11.1;-27.0;-19.7;0.0;56;0
SAM;20210110;-12.0;-28.3;-20.6;0.0;55;0
SAM;20210111;-9.7;-29.6;-20.8;0.0;55;0
SAM;20210112;-1.6;-20.6;-9.0;0.7;54;5
SAM;20210113;-2.2;-6.2;-4.1;6.3;59;18
SAM;20210114;0.3;-6.0;-2.9;1.9;71;5
SAM;20210115;-3.4;-22.3;-8.6;0.1;75;3
SAM;20210116;-9.4;-27.2;-18.9;0.0;78;0
SAM;20210117;-2.2;-14.9;-7.0;0.0;75;3
SAM;20210118;-3.9;-21.1;-9.7;0.1;76;0
SAM;20210119;-1.4;-22.7;-12.8;0.0;73;0
SAM;20210120;-0.7;-19.3;-10.0;0.0;71;0
SAM;20210121;-0.1;-4.3;-1.2;5.8;69;8
SAM;20210122;1.6;-2.0;-0.3;9.3;75;16
SAM;20210123;-0.3;-16.1;-6.0;0.0;90;0
SAM;20210124;-4.4;-22.7;-12.8;0.0;86;1
SAM;20210125;-4.9;-19.5;-11.7;0.4;81;1
SAM;20210126;-5.9;-20.4;-10.7;0.0;78;0
SAM;20210127;-5.4;-23.6;-13.3;8.9;75;27
SAM;20210128;2.7;-5.6;-1.3;2.6;98;3
SAM;20210129;3.8;-5.6;-1.2;0.6;91;2
SAM;20210130;1.9;-13.7;-3.7;2.2;92;0
SAM;20210131;1.7;-12.9;-4.5;0.3;90;0
SAM;20210201;0.9;-9.9;-4.5;0.0;90;5
SAM;20210202;5.0;-11.4;-3.4;0.0;94;0
SAM;20210203;2.6;-8.3;-0.5;0.0;92;0
SAM;20210204;2.3;-7.6;-1.2;0.0;86;0
SAM;20210205;4.7;-7.4;-0.9;0.0;83;0
SAM;20210206;3.2;-5.5;0.8;12.2;81;14
SAM;20210207;0.9;-3.8;-0.3;13.7;94;15
SAM;20210208;-3.1;-16.3;-8.1;0.0;106;0
SAM;20210209;1.0;-16.1;-6.5;0.6;102;1
SAM;20210210;-0.1;-6.6;-4.0;2.0;101;9
SAM;20210211;-2.4;-22.1;-8.5;0.0;109;0
SAM;20210212;-4.1;-23.3;-12.1;0.0;105;0
SAM;20210213;-8.3;-25.4;-13.8;0.0;103;0
SAM;20210214;-7.2;-30.5;-19.9;0.0;102;0
SAM;20210215;-1.0;-24.1;-11.0;0.0;98;1
SAM;20210216;5.1;-5.4;-1.4;0.6;96;2
SAM;20210217;3.8;-16.1;-4.1;0.0;94;0
SAM;20210218;1.9;-17.7;-6.4;0.0;89;0
SAM;20210219;3.2;-10.5;-4.0;0.0;88;0
SAM;20210220;3.9;-13.4;-4.8;0.0;87;0
SAM;20210221;6.1;-15.8;-4.6;0.0;86;0
SAM;20210222;4.9;-12.7;-3.8;0.0;84;0
SAM;20210223;8.4;-11.0;-2.6;0.0;81;0
SAM;20210224;10.1;-11.8;-2.4;0.0;77;0
SAM;20210225;9.7;-12.0;-3.6;0.0;74;0
SAM;20210226;9.0;-11.9;-3.1;0.0;72;0
SAM;20210227;5.5;-9.4;-2.0;0.0;71;0
SAM;20210228;5.3;-13.0;-5.3;0.0;70;0
SAM;20210301;5.8;-16.6;-6.5;0.0;69;0
SAM;20210302;7.3;-15.9;-5.6;0.0;69;0
SAM;20210303;6.0;-12.9;-4.2;0.0;68;0
SAM;20210304;4.8;-8.7;-2.0;0.0;66;0
SAM;20210305;2.7;-7.9;-2.6;0.0;66;0
SAM;20210306;1.5;-13.2;-6.2;0.0;65;0
SAM;20210307;3.5;-15.9;-5.8;0.0;65;0
SAM;20210308;2.8;-11.9;-4.9;0.0;64;0
SAM;20210309;1.1;-12.2;-6.0;0.2;63;0
SAM;20210310;0.8;-11.6;-5.5;0.0;59;0
SAM;20210311;3.4;-9.7;-1.3;0.0;57;0
SAM;20210312;3.2;-12.3;-2.6;0.0;56;0
SAM;20210313;3.4;-14.0;-3.6;0.8;54;2
SAM;20210314;-1.1;-6.2;-4.2;4.3;55;13
SAM;20210315;-0.5;-9.6;-4.4;1.1;67;8
SAM;20210316;-3.2;-8.5;-5.6;0.1;74;3
SAM;20210317;-1.4;-9.4;-6.2;0.7;76;2
SAM;20210318;-3.2;-16.1;-8.9;0.0;77;0
SAM;20210319;-2.6;-19.1;-11.2;0.0;72;0
SAM;20210320;-4.2;-20.6;-11.3;0.0;70;0
SAM;20210321;0.6;-20.1;-7.6;0.0;69;0
SAM;20210322;0.1;-9.6;-4.1;0.0;66;0
SAM;20210323;4.1;-16.5;-5.8;0.0;63;0
SAM;20210324;7.0;-16.3;-4.2;0.0;59;0
SAM;20210325;7.6;-14.0;-2.2;0.0;55;0
SAM;20210326;6.0;-10.4;-0.7;0.0;51;0
SAM;20210327;4.6;-6.2;1.1;0.0;48;0
SAM;20210328;8.0;-9.3;-1.5;0.0;45;0
SAM;20210329;12.0;-8.9;0.0;0.0;41;0
SAM;20210330;14.5;-6.4;1.7;0.0;37;0
SAM;20210331;12.1;-6.4;1.9;0.0;34;0
SAM;20210401;12.9;-6.5;2.2;0.0;31;0
SAM;20210402;11.1;-3.7;4.5;0.0;30;0
SAM;20210403;4.8;-4.7;1.1;0.0;29;0
SAM;20210404;5.6;-9.9;-2.0;0.0;28;0
SAM;20210405;7.3;-9.4;-0.2;0.0;26;1
SAM;20210406;-1.2;-9.6;-6.4;0.0;27;0
SAM;20210407;-6.4;-11.0;-8.6;0.1;26;0
SAM;20210408;3.1;-14.0;-4.9;0.0;25;0
SAM;20210409;3.1;-10.6;-2.2;0.0;23;0
SAM;20210410;2.0;-0.9;0.4;0.1;21;0
